X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
198.00,0.00,0.00,198.00,0.00,0.00,-0.62,0.02,327.00,0.71,0.00,158.00,0.03,12.50,158.00,0.00,0.00,-0.56,0.02,326.00,1.40,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.50,-1510.00,0.00,0.00,0.44,0.00,327.00,0.00,0.00,12.00,1.00,2.00,6.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.78,0.02,328.00,1.04,0.00,158.00,0.03,12.50,158.00,0.00,0.00,0.16,0.02,326.00,0.14,0.00,119.00,0.00,6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,0.50,-1510.00,0.00,0.00,-0.40,0.00,328.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.98,0.02,327.00,2.62,0.00,158.00,0.00,6.25,158.00,0.00,0.00,-0.51,0.03,326.00,2.18,0.00,119.00,0.00,6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.25,-1510.00,0.00,0.00,0.27,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.03,12.50,198.00,0.00,0.00,-0.78,0.02,327.00,1.84,0.00,158.00,0.03,12.50,158.00,0.00,0.00,0.03,0.03,326.00,0.64,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,0.50,-1510.00,0.00,0.00,0.44,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,-0.03,-12.50,198.00,0.00,0.00,-1.26,0.02,328.00,1.35,0.00,158.00,0.00,6.25,158.00,0.00,0.00,-0.06,0.02,327.00,1.58,0.00,119.00,-0.03,-6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.44,-1510.00,0.00,0.00,0.87,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.34,0.02,327.00,1.13,0.00,158.00,0.03,12.50,158.00,0.00,0.00,-0.43,0.02,326.00,0.94,0.00,119.00,0.00,-6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.50,-1510.00,0.00,0.00,0.44,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.46,0.02,328.00,1.21,0.00,158.00,0.00,6.25,158.00,0.00,0.00,-0.29,0.02,326.00,0.78,0.00,119.00,-0.03,-12.50,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.75,-1510.00,0.00,0.00,0.57,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-1.90,0.02,328.00,2.49,0.00,158.00,0.03,12.50,158.00,0.00,0.00,-0.51,0.03,326.00,2.22,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.50,-1510.00,0.00,0.00,0.87,0.00,327.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.03,18.80,198.00,0.00,0.00,0.02,0.02,327.00,1.54,0.00,158.00,0.03,18.80,158.00,0.00,0.00,0.71,0.02,326.00,1.37,0.00,119.00,-0.03,-12.50,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,0.00,-1510.00,0.00,0.00,0.27,0.00,328.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
198.00,0.03,12.50,198.00,0.00,0.00,-1.10,0.02,328.00,1.13,0.00,158.00,0.00,0.00,158.00,0.00,0.00,0.02,0.02,326.00,0.40,0.00,119.00,0.03,12.50,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,0.00,-0.25,-1510.00,0.00,0.00,0.57,0.00,328.00,0.00,0.00,12.00,1.00,0.00,6.00,Prep,3.00
151.00,-19.60,131.00,150.00,-20.00,0.00,-2.29,0.11,322.00,23.10,0.00,73.00,0.03,18.80,73.00,0.00,0.00,1.18,0.02,323.00,0.74,0.00,29.50,0.15,6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,20.30,110.00,-1510.00,21.00,100.00,60.10,2.52,317.00,56.40,0.19,12.00,1.00,2.00,20.00,Layer 1 Up,3.00
149.00,-20.00,-6.25,148.00,-20.00,0.00,-8.37,0.12,321.00,31.60,0.01,73.00,0.03,12.50,73.00,0.00,0.00,0.38,0.01,321.00,0.88,0.00,29.50,0.00,6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,30.20,110.00,-1510.00,31.00,100.00,61.50,2.85,313.00,78.50,0.31,12.00,1.00,14.00,20.00,Layer 1 Up,3.00
147.00,-20.00,-6.25,146.00,-20.00,0.00,-7.96,0.12,320.00,32.60,0.01,73.00,0.05,25.00,73.00,0.00,0.00,0.22,0.02,320.00,0.94,0.00,29.50,0.03,12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1500.00,40.20,97.70,-1500.00,41.00,100.00,60.60,2.72,311.00,101.00,0.40,12.00,1.00,14.00,20.00,Layer 1 Up,3.00
145.00,-19.80,75.00,145.00,-19.60,16.10,-5.53,0.10,320.00,32.00,0.00,73.10,3.25,113.00,73.10,4.00,82.40,6.94,0.11,319.00,10.10,0.00,29.50,0.03,12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1500.00,50.20,144.00,-1500.00,51.00,100.00,66.50,3.07,306.00,120.00,0.56,12.00,1.00,14.00,20.00,Layer 1 Up,3.00
144.00,-16.70,37.50,143.00,-16.30,48.30,-3.84,0.10,323.00,28.50,0.00,73.80,11.10,-12.50,73.90,11.60,68.70,5.16,0.08,322.00,20.20,0.00,29.50,0.03,6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1490.00,53.30,-10.80,-1490.00,53.30,0.00,21.90,1.11,318.00,120.00,0.22,12.00,1.00,16.00,20.00,Layer 1 Up,3.00
142.00,-10.60,156.00,142.00,-10.10,72.10,-6.66,0.10,323.00,19.30,0.00,75.30,17.00,231.00,75.40,17.30,43.00,9.46,0.16,322.00,28.50,0.01,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1490.00,53.40,3.44,-1490.00,53.30,0.00,22.10,0.93,319.00,120.00,0.18,12.00,1.00,16.00,20.00,Layer 1 Up,3.00
142.00,-3.05,25.00,141.00,-2.18,83.40,-2.64,0.05,324.00,5.22,0.00,77.10,19.70,31.30,77.30,19.90,9.87,7.78,0.16,322.00,32.20,0.01,29.50,-0.03,-12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1480.00,53.30,4.75,-1480.00,53.30,0.00,24.70,1.08,318.00,118.00,0.21,12.00,1.00,16.00,20.00,Layer 1 Up,3.00
142.00,9.85,944.00,142.00,18.00,1000.00,18.90,0.33,323.00,24.50,0.01,77.90,-0.30,-119.00,77.90,0.00,0.00,-0.05,0.02,323.00,0.76,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1480.00,53.50,39.60,-1480.00,53.30,0.00,13.40,0.89,319.00,116.00,0.17,12.00,1.00,16.00,20.00,Layer 1 Up,3.00
144.00,20.30,68.70,144.00,20.00,0.00,5.01,0.11,323.00,32.00,0.00,77.90,0.03,12.50,77.90,0.00,0.00,-1.24,0.02,323.00,3.10,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1470.00,53.30,10.40,-1470.00,53.30,0.00,20.50,1.10,316.00,121.00,0.21,12.00,1.00,18.00,20.00,Layer 1 Up,3.00
144.00,5.65,100.00,145.00,6.25,96.10,5.64,0.11,323.00,13.30,0.00,77.30,-20.00,-100.00,77.20,-19.00,30.50,-6.53,0.14,322.00,32.50,0.01,29.50,0.00,6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1470.00,53.30,7.94,-1470.00,53.30,0.00,23.00,1.13,318.00,116.00,0.22,12.00,1.00,18.00,20.00,Layer 1 Up,3.00
148.00,-20.10,-25.00,148.00,-20.00,0.00,-7.00,0.12,323.00,32.90,0.01,89.50,-0.10,-50.00,89.50,0.00,0.00,4.28,0.07,322.00,7.76,0.00,29.50,0.00,6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1360.00,53.30,-28.40,-1350.00,53.30,0.00,23.50,1.12,318.00,120.00,0.22,12.00,1.00,2.00,20.00,Layer 1 Up,3.00
146.00,-20.00,31.30,146.00,-20.00,0.00,-7.00,0.12,323.00,32.10,0.01,89.50,-0.10,-50.00,89.50,0.00,0.00,5.40,0.07,323.00,6.39,0.00,29.50,-0.03,-12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1350.00,53.40,13.30,-1350.00,53.30,0.00,17.00,0.83,320.00,120.00,0.16,12.00,1.00,23.00,20.00,Layer 1 Up,3.00
144.00,-5.57,912.00,144.00,0.00,416.00,8.62,0.12,324.00,9.98,0.00,89.50,-0.13,-62.50,89.50,0.00,0.00,4.85,0.08,323.00,7.36,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1340.00,53.40,23.10,-1340.00,53.30,0.00,19.00,0.98,316.00,121.00,0.19,12.00,1.00,23.00,20.00,Layer 1 Up,3.00
143.00,-16.80,93.70,142.00,-16.00,89.50,-4.17,0.09,323.00,27.20,0.00,90.00,11.30,119.00,90.10,12.00,124.00,6.28,0.12,322.00,23.00,0.00,29.50,-0.03,-6.25,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1340.00,53.40,0.19,-1340.00,53.30,0.00,19.40,0.99,318.00,120.00,0.19,12.00,1.00,23.00,20.00,Layer 1 Up,3.00
142.00,-4.57,131.00,142.00,-3.30,150.00,-3.57,0.05,324.00,8.29,0.00,91.60,19.40,6.25,91.70,19.70,27.50,10.00,0.18,322.00,32.90,0.01,29.50,-0.03,-12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1330.00,53.40,10.70,-1330.00,53.30,0.00,19.30,0.80,320.00,120.00,0.15,12.00,1.00,25.00,20.00,Layer 1 Up,3.00
141.00,0.00,-6.25,141.00,0.00,0.00,-2.49,0.03,324.00,4.44,0.00,93.10,20.00,93.70,93.20,20.00,0.00,5.49,0.15,322.00,34.00,0.01,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1330.00,53.20,-50.70,-1330.00,53.30,0.00,27.90,1.24,318.00,120.00,0.24,12.00,1.00,25.00,20.00,Layer 1 Up,3.00
141.00,-0.03,6.25,141.00,0.00,0.00,-2.79,0.03,324.00,2.70,0.00,94.40,20.10,150.00,94.60,20.00,0.00,3.70,0.16,321.00,31.50,0.01,29.50,0.03,12.50,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1320.00,53.40,10.30,-1320.00,53.30,0.00,20.60,0.96,319.00,120.00,0.19,12.00,1.00,25.00,20.00,Layer 1 Up,3.00
