X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
141.00,-0.20,-100.00,141.00,0.00,0.00,-2.45,0.05,327.00,2.69,0.00,96.60,6.05,-75.00,96.70,6.00,0.00,2.72,0.06,326.00,12.70,0.00,29.70,0.03,6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1540.00,53.40,45.30,-1540.00,53.30,0.00,18.70,0.77,323.00,115.00,0.15,12.00,1.00,2.00,6.00,Prep,3.00
141.00,-0.30,-144.00,141.00,0.00,0.00,-1.40,0.05,327.00,3.18,0.00,97.20,6.28,18.80,97.30,6.00,0.00,2.93,0.08,326.00,12.40,0.00,29.70,0.03,12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1530.00,53.30,11.90,-1530.00,53.30,0.00,24.80,1.00,322.00,117.00,0.19,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.25,-131.00,141.00,0.00,0.00,-2.29,0.05,327.00,2.10,0.00,97.80,6.10,68.70,97.90,6.00,0.00,4.96,0.11,325.00,14.00,0.00,29.70,0.03,12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1530.00,53.40,14.10,-1530.00,53.30,0.00,17.80,0.88,323.00,114.00,0.17,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.18,-93.70,141.00,0.00,0.00,-0.85,0.05,327.00,4.08,0.00,98.40,5.97,-12.50,98.50,6.00,0.00,5.71,0.11,326.00,14.80,0.00,29.70,-0.03,-6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1520.00,53.30,-16.10,-1520.00,53.30,0.00,21.50,0.75,323.00,117.00,0.14,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.20,-106.00,141.00,0.00,0.00,-2.29,0.05,327.00,2.17,0.00,99.00,5.93,-75.00,99.10,6.00,0.00,6.06,0.11,325.00,14.50,0.00,29.70,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1520.00,53.30,-7.06,-1520.00,53.30,0.00,21.60,0.99,322.00,115.00,0.19,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.20,-100.00,141.00,0.00,0.00,-1.35,0.05,327.00,3.42,0.00,99.60,6.35,37.50,99.70,6.00,0.00,6.90,0.11,325.00,11.20,0.00,29.70,0.03,12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,53.40,54.90,-1510.00,53.30,0.00,17.00,0.79,322.00,118.00,0.15,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.20,-100.00,141.00,0.00,0.00,-1.05,0.05,327.00,3.74,0.00,100.00,6.45,62.50,100.00,6.00,0.00,4.41,0.11,325.00,15.00,0.00,29.70,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1510.00,53.30,-39.60,-1510.00,53.30,0.00,26.20,0.83,322.00,116.00,0.16,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.20,-100.00,141.00,0.00,0.00,-0.60,0.05,327.00,3.84,0.00,101.00,6.10,50.00,101.00,3.33,-653.00,8.13,0.16,325.00,15.90,0.00,29.70,0.03,6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1500.00,53.40,59.40,-1500.00,53.30,0.00,18.70,0.91,322.00,115.00,0.17,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.23,-113.00,141.00,0.00,0.00,-2.74,0.05,327.00,1.01,0.00,101.00,6.28,68.70,101.00,6.00,0.00,1.79,0.06,325.00,12.60,0.00,29.70,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1490.00,53.30,-2.25,-1490.00,53.30,0.00,19.80,0.84,322.00,117.00,0.16,12.00,1.00,26.00,6.00,Prep,3.00
141.00,-0.25,-138.00,141.00,0.00,0.00,-1.99,0.05,327.00,2.40,0.00,102.00,6.10,50.00,102.00,6.00,0.00,4.55,0.08,325.00,12.90,0.00,29.70,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,0.00,-1490.00,53.30,-53.90,-1490.00,53.30,0.00,20.70,0.87,323.00,115.00,0.17,12.00,1.00,28.00,6.00,Prep,3.00
