X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
151.00,0.05,25.00,151.00,0.00,0.00,0.45,0.02,330.00,0.63,0.00,73.00,0.00,12.50,73.00,0.00,0.00,-0.26,0.02,328.00,1.63,0.00,54.70,0.00,-6.25,54.70,0.00,0.00,0.00,0.00,0.00,0.00,-290.00,29.90,-18.40,-290.00,0.00,0.00,0.50,0.00,329.00,0.00,0.00,12.00,1.00,2.00,50.00,Prep,3.00
151.00,0.03,12.50,151.00,0.00,0.00,0.22,0.02,330.00,1.51,0.00,73.00,0.00,6.25,73.00,0.00,0.00,-1.06,0.02,328.00,1.88,0.00,54.70,0.00,6.25,54.70,0.00,0.00,0.00,0.00,0.00,0.00,-287.00,27.00,-7.44,-287.00,0.00,0.00,-0.22,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,0.05,25.00,151.00,0.00,0.00,0.24,0.02,330.00,0.87,0.00,73.00,0.00,12.50,73.00,0.00,0.00,0.22,0.02,328.00,0.51,0.00,54.70,0.00,6.25,54.70,0.00,0.00,0.00,0.00,0.00,0.00,-285.00,24.10,-34.30,-285.00,0.00,0.00,-0.84,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,-0.03,-12.50,151.00,0.00,0.00,0.45,0.02,329.00,1.90,0.00,73.00,0.00,0.00,73.00,0.00,0.00,0.22,0.02,328.00,1.35,0.00,56.80,50.90,163.00,57.20,50.00,0.00,0.00,0.00,0.00,0.00,-282.00,21.20,-41.90,-282.00,0.00,0.00,0.00,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,0.03,12.50,151.00,0.00,0.00,0.37,0.02,329.00,1.91,0.00,73.00,0.00,0.00,73.00,0.00,0.00,-0.90,0.02,328.00,1.50,0.00,61.60,49.90,6.25,62.00,50.00,0.00,0.00,0.00,0.00,0.00,-280.00,18.80,-23.10,-280.00,0.00,0.00,-0.28,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,-0.03,-12.50,151.00,0.00,0.00,-1.06,0.02,329.00,4.86,0.00,73.00,0.00,0.00,73.00,0.00,0.00,-0.58,0.02,328.00,2.30,0.00,66.80,50.00,12.50,67.20,50.00,0.00,0.00,0.00,0.00,0.00,-279.00,16.00,-4.38,-279.00,0.00,0.00,0.58,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,-0.03,-18.80,151.00,0.00,0.00,1.21,0.02,329.00,2.61,0.00,73.00,0.00,0.00,73.00,0.00,0.00,0.06,0.03,328.00,0.47,0.00,71.80,50.00,18.80,72.20,50.00,0.00,0.00,0.00,0.00,0.00,-277.00,13.50,-24.90,-277.00,0.00,0.00,0.20,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,0.00,-12.50,151.00,0.00,0.00,0.15,0.02,329.00,3.23,0.00,73.00,0.00,0.00,73.00,0.00,0.00,-0.26,0.02,328.00,0.80,0.00,76.80,50.00,43.80,77.20,50.00,0.00,0.00,0.00,0.00,0.00,-276.00,11.00,-36.10,-276.00,0.00,0.00,-0.09,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,-0.03,-18.80,151.00,0.00,0.00,0.38,0.02,329.00,4.10,0.00,73.00,0.03,6.25,73.00,0.00,0.00,0.22,0.02,328.00,0.27,0.00,81.80,49.80,-37.50,82.20,50.00,0.00,0.00,0.00,0.00,0.00,-275.00,8.62,-24.70,-275.00,0.00,0.00,-0.27,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
151.00,-0.03,-18.80,151.00,0.00,0.00,0.88,0.02,329.00,1.92,0.00,73.00,0.00,0.00,73.00,0.00,0.00,0.22,0.02,328.00,0.19,0.00,86.80,50.00,56.30,87.20,50.00,0.00,0.00,0.00,0.00,0.00,-274.00,6.31,-8.81,-274.00,0.00,0.00,-0.92,0.00,329.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.66,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.42,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.50,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,2.00,50.00,Prep,3.00
198.00,0.03,6.25,198.00,0.00,0.00,-0.30,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.73,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.25,-273.00,0.00,0.00,0.42,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.30,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,0.38,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.06,-273.00,0.00,0.00,2.47,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.62,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,0.06,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.63,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.14,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.74,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.50,-273.00,0.00,0.00,1.22,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.30,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.90,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.88,-273.00,0.00,0.00,-0.09,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.02,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.42,0.00,329.00,0.00,0.00,119.00,0.00,-6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.50,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-1.10,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,0.69,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.69,-273.00,0.00,0.00,-0.04,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.78,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.90,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.44,-273.00,0.00,0.00,0.42,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,6.25,198.00,0.00,0.00,-1.58,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-1.06,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.19,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-1.90,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.42,0.00,329.00,0.00,0.00,119.00,-0.03,-6.25,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.88,-273.00,0.00,0.00,1.27,0.00,330.00,0.00,0.00,12.00,1.00,2.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.30,0.00,330.00,0.00,0.00,158.00,0.03,12.50,158.00,0.00,0.00,-0.90,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.25,-273.00,0.00,0.00,1.50,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,-0.03,-12.50,198.00,0.00,0.00,-0.46,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,0.22,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.50,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-1.10,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.58,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.19,-273.00,0.00,0.00,0.71,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,6.25,198.00,0.00,0.00,0.66,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.26,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.50,-273.00,0.00,0.00,0.48,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.14,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.89,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,1.25,-273.00,0.00,0.00,0.48,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.46,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-1.21,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.50,-273.00,0.00,0.00,1.22,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,6.25,198.00,0.00,0.00,-0.14,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.10,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.44,-273.00,0.00,0.00,-0.04,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.46,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.58,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.00,-273.00,0.00,0.00,0.99,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.46,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.74,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.19,-273.00,0.00,0.00,1.22,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,-0.62,0.00,330.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.10,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.19,-273.00,0.00,0.00,0.99,0.00,330.00,0.00,0.00,12.00,1.00,2.00,50.00,Prep,3.00
198.00,0.03,6.25,198.00,0.00,0.00,1.30,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.10,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,0.50,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.34,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.10,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.25,-273.00,0.00,0.00,0.19,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
198.00,0.00,0.00,198.00,0.00,0.00,0.18,0.00,331.00,0.00,0.00,158.00,0.00,0.00,158.00,0.00,0.00,-0.90,0.00,329.00,0.00,0.00,119.00,0.00,0.00,119.00,0.00,0.00,0.00,0.00,0.00,0.00,-273.00,0.00,-0.63,-273.00,0.00,0.00,0.71,0.00,330.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,3.00
