X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
198,-0.03,-12.5,198,0,0,0.34,0.03,330,0.58,0,158,0.03,6.25,158,0,0,-0.42,0.02,328,2.21,0,119,-0.03,-12.5,119,0,0,0,0,0,0,339,0,0.19,339,0,0,0.45,0,329,0,0,12,1,2,6,Prep,3
198,0.03,18.8,198,0,0,-0.46,0.02,329,1.79,0,158,0.05,12.5,158,0,0,0.22,0.02,328,1.69,0,119,-0.03,-12.5,119,0,0,0,0,0,0,339,0,-0.25,339,0,0,0.16,0,329,0,0,12,1,0,6,Prep,3
198,0.03,6.25,198,0,0,-0.46,0.02,329,0.93,0,158,0.03,6.25,158,0,0,0.85,0.02,328,0.5,0,119,0,0,119,0,0,0,0,0,0,339,0,0.25,339,0,0,0.36,0,329,0,0,12,1,0,6,Prep,3
198,0,6.25,198,0,0,0.66,0.02,329,1.36,0,158,0.03,6.25,158,0,0,-0.42,0.03,328,2.18,0,119,0,-6.25,119,0,0,0,0,0,0,339,0,-1.56,339,0,0,0.16,0,329,0,0,12,1,0,6,Prep,3
198,0,-6.25,198,0,0,-1.42,0.02,329,2.66,0,158,0,6.25,158,0,0,0.06,0.03,328,1.77,0,119,0,6.25,119,0,0,0,0,0,0,339,0,1,339,0,0,0.36,0,329,0,0,12,1,0,6,Prep,3
198,-0.03,-6.25,198,0,0,-0.46,0.03,330,1.74,0,158,-0.03,-12.5,158,0,0,0.54,0.02,328,0.69,0,119,0,-6.25,119,0,0,0,0,0,0,339,0,0,339,0,0,0.17,0,329,0,0,12,1,0,6,Prep,3
198,0,0,198,0,0,0.66,0.02,330,1.74,0,158,0.03,6.25,158,0,0,0.7,0.02,328,0.28,0,119,0,0,119,0,0,0,0,0,0,339,0,0,339,0,0,0.26,0,329,0,0,12,1,0,6,Prep,3
198,0.03,12.5,198,0,0,0.98,0.02,329,2.07,0,158,0.03,12.5,158,0,0,-0.58,0.01,328,2.3,0,119,0,0,119,0,0,0,0,0,0,339,0,0.5,339,0,0,0.45,0,329,0,0,12,1,0,6,Prep,3
198,0,0,198,0,0,-0.62,0.02,330,1.51,0,158,0.03,6.25,158,0,0,-0.42,0.02,328,1.82,0,119,0,-6.25,119,0,0,0,0,0,0,339,0,-0.25,339,0,0,-0.02,0,329,0,0,12,1,0,6,Prep,3
198,0,0,198,0,0,0.02,0.02,330,0.84,0,158,0.03,6.25,158,0,0,-0.74,0.02,328,2.86,0,119,0.03,6.25,119,0,0,0,0,0,0,339,0,-0.19,339,0,0,0.26,0,329,0,0,12,1,0,6,Prep,3
142,-3.15,43.8,142,-3.03,6.52,-5.36,0.06,327,6.14,0,75.3,5.45,43.8,75.4,5.18,3.83,2.94,0.07,325,11.5,0,29.5,-0.03,-12.5,29.5,0,0,0,0,0,0,428,53.3,-19.2,428,53.3,0,21.5,0.78,323,119,0.15,12,1,2,6,Prep,3
142,-2.45,-6.25,142,-2.33,6.96,-5.75,0.1,326,8.54,0,75.9,5.5,-62.5,75.9,5.53,2.95,5.38,0.09,325,13.1,0,29.5,0,0,29.5,0,0,0,0,0,0,433,53.4,28.4,434,53.3,0,24.8,0.85,316,116,0.16,12,1,16,6,Prep,3
142,-1.75,-25,142,-1.61,7.28,-4.58,0.1,326,7.6,0,76.4,5.97,62.5,76.5,5.78,2.05,6.29,0.15,325,17.2,0,29.5,0,6.25,29.5,0,0,0,0,0,0,439,53.3,-18.2,439,53.3,0,18.9,0.95,318,116,0.18,12,1,16,6,Prep,3
142,-0.95,-6.25,142,-0.87,7.48,-3.1,0.07,327,4.93,0,77,5.8,31.3,77.1,5.94,1.12,8.64,0.15,325,15.7,0,29.5,0,6.25,29.5,0,0,0,0,0,0,444,53.3,24,444,53.3,0,21.8,1.01,317,118,0.19,12,1,16,6,Prep,3
