X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
152.00,-15.10,18.80,152.00,-15.00,0.00,-6.07,0.10,324.00,26.30,0.00,72.40,-0.03,-6.25,72.40,0.00,0.00,-2.06,0.02,323.00,3.38,0.00,27.70,0.05,25.00,27.70,0.00,0.00,0.00,0.00,0.00,0.00,245.00,53.40,63.60,246.00,53.30,0.00,23.30,0.93,313.00,118.00,0.18,12.00,1.00,2.00,15.00,Prep,4.00
151.00,-15.10,-68.70,151.00,-15.00,0.00,-6.29,0.09,324.00,26.40,0.00,72.40,0.00,0.00,72.40,0.00,0.00,-1.45,0.02,323.00,1.59,0.00,27.70,-0.03,-12.50,27.70,0.00,0.00,0.00,0.00,0.00,0.00,251.00,53.40,30.50,251.00,53.30,0.00,18.20,0.88,320.00,120.00,0.17,12.00,1.00,128.00,15.00,Prep,4.00
149.00,-14.90,125.00,149.00,-15.00,0.00,-5.31,0.12,324.00,26.90,0.00,72.40,0.00,0.00,72.40,0.00,0.00,-1.94,0.02,323.00,2.80,0.00,27.70,-0.05,-25.00,27.70,0.00,0.00,0.00,0.00,0.00,0.00,256.00,53.30,-41.60,256.00,53.30,0.00,19.00,0.87,320.00,119.00,0.17,12.00,1.00,128.00,15.00,Prep,4.00
148.00,-14.70,113.00,148.00,-15.00,0.00,-7.06,0.13,324.00,26.70,0.00,72.40,-0.03,0.00,72.40,0.00,0.00,-0.55,0.02,323.00,1.33,0.00,27.70,0.03,12.50,27.70,0.00,0.00,0.00,0.00,0.00,0.00,261.00,53.30,7.56,262.00,53.30,0.00,25.70,0.99,314.00,116.00,0.19,12.00,1.00,128.00,15.00,Prep,4.00
146.00,-14.80,25.00,146.00,-15.00,0.00,-10.70,0.14,324.00,25.10,0.00,72.40,0.00,0.00,72.40,0.00,0.00,0.13,0.02,323.00,0.94,0.00,27.70,-0.03,-12.50,27.70,0.00,0.00,0.00,0.00,0.00,0.00,267.00,53.30,18.10,267.00,53.30,0.00,21.80,0.85,321.00,123.00,0.16,12.00,1.00,128.00,15.00,Prep,4.00
145.00,-15.10,31.30,145.00,-15.00,0.00,-4.35,0.10,324.00,26.20,0.00,72.40,-0.03,-12.50,72.40,0.00,0.00,-1.63,0.02,323.00,2.31,0.00,27.70,-0.03,-6.25,27.70,0.00,0.00,0.00,0.00,0.00,0.00,272.00,53.30,-33.80,272.00,53.30,0.00,22.80,0.97,320.00,120.00,0.19,12.00,1.00,128.00,15.00,Prep,4.00
143.00,-14.60,93.70,143.00,-14.50,21.70,-4.13,0.10,324.00,24.50,0.00,72.40,3.15,56.30,72.50,3.95,83.10,5.23,0.09,323.00,10.50,0.00,27.70,0.05,25.00,27.70,0.00,0.00,0.00,0.00,0.00,0.00,277.00,53.30,-12.80,278.00,53.30,0.00,27.90,1.12,315.00,114.00,0.22,12.00,1.00,128.00,15.00,Prep,4.00
142.00,-10.80,37.50,142.00,-10.30,61.90,-4.35,0.10,324.00,20.10,0.00,73.10,10.50,37.50,73.20,10.90,59.60,4.33,0.11,323.00,21.70,0.00,27.70,-0.05,-25.00,27.70,0.00,0.00,0.00,0.00,0.00,0.00,283.00,53.30,-23.30,283.00,53.30,0.00,20.80,0.97,320.00,121.00,0.19,12.00,1.00,128.00,15.00,Prep,4.00
142.00,-3.13,75.00,142.00,-2.37,84.70,-3.86,0.06,324.00,4.83,0.00,74.50,14.70,-43.80,74.60,14.80,14.60,5.28,0.09,323.00,24.00,0.00,27.70,0.03,12.50,27.70,0.00,0.00,0.00,0.00,0.00,0.00,288.00,53.20,-71.10,289.00,53.30,0.00,27.20,0.96,317.00,120.00,0.18,12.00,1.00,128.00,15.00,Prep,4.00
141.00,-0.03,-25.00,141.00,0.00,0.00,-1.95,0.06,324.00,3.38,0.00,75.50,14.90,-31.30,75.60,15.00,0.00,6.93,0.13,323.00,24.40,0.00,27.70,0.03,12.50,27.70,0.00,0.00,0.00,0.00,0.00,0.00,293.00,53.40,26.00,294.00,53.30,0.00,18.60,0.98,315.00,114.00,0.19,12.00,1.00,128.00,15.00,Prep,4.00
