X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
144.00,3.85,188.00,144.00,4.69,98.20,5.77,0.11,324.00,13.00,0.00,77.60,-20.10,-619.00,77.50,-19.40,22.70,-2.14,0.15,323.00,27.90,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,350.00,53.30,7.44,350.00,53.30,0.00,22.90,0.90,320.00,119.00,0.17,12.00,1.00,2.00,20.00,Prep,4.00
145.00,12.60,-56.30,145.00,13.50,75.00,7.68,0.13,324.00,25.90,0.00,75.80,-15.40,-43.80,75.70,-14.80,67.30,-5.68,0.13,323.00,28.00,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,355.00,53.20,-64.30,355.00,53.30,0.00,25.70,0.97,320.00,117.00,0.19,12.00,1.00,18.00,20.00,Prep,4.00
147.00,18.60,-18.80,147.00,18.90,33.20,6.02,0.10,324.00,30.10,0.00,74.70,-6.90,138.00,74.70,-6.40,95.10,-6.79,0.11,323.00,17.60,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,360.00,53.40,34.80,361.00,53.30,0.00,19.50,1.09,318.00,117.00,0.21,12.00,1.00,18.00,20.00,Prep,4.00
148.00,6.28,1440.00,148.00,14.00,1000.00,24.40,0.31,325.00,26.10,0.00,74.50,0.10,43.80,74.50,0.00,0.00,-3.68,0.06,323.00,7.51,0.00,29.70,-0.03,-6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,366.00,53.20,-43.50,366.00,53.30,0.00,27.20,1.05,320.00,118.00,0.20,12.00,1.00,18.00,20.00,Prep,4.00
150.00,20.00,-6.25,150.00,20.00,0.00,5.07,0.12,324.00,34.90,0.01,74.50,0.05,31.30,74.50,0.00,0.00,-1.94,0.05,324.00,7.65,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,371.00,53.40,-16.80,371.00,53.30,0.00,17.00,0.89,319.00,116.00,0.17,12.00,1.00,19.00,20.00,Prep,4.00
152.00,20.00,12.50,152.00,20.00,0.00,7.59,0.11,324.00,33.00,0.00,74.50,0.08,37.50,74.50,0.00,0.00,-3.04,0.05,323.00,6.83,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,376.00,53.30,26.80,377.00,53.30,0.00,23.60,0.99,319.00,119.00,0.19,12.00,1.00,19.00,20.00,Prep,4.00
154.00,20.00,-6.25,154.00,20.00,0.00,6.73,0.11,324.00,33.30,0.00,74.50,0.05,31.30,74.50,0.00,0.00,-2.72,0.05,323.00,6.82,0.00,29.70,0.00,0.00,29.70,0.00,0.00,0.00,0.00,0.00,0.00,382.00,53.20,-60.40,382.00,53.30,0.00,28.10,1.12,319.00,118.00,0.21,12.00,1.00,19.00,20.00,Prep,4.00
156.00,20.20,-156.00,156.00,19.70,-15.20,5.93,0.10,324.00,34.40,0.00,74.50,2.42,163.00,74.50,3.22,99.60,7.21,0.13,323.00,10.40,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,387.00,53.40,24.40,387.00,53.30,0.00,17.40,0.85,320.00,117.00,0.16,12.00,1.00,19.00,20.00,Prep,4.00
158.00,16.50,-113.00,158.00,16.00,-58.10,6.68,0.10,324.00,27.20,0.00,75.20,10.90,31.30,75.30,12.00,81.10,11.30,0.19,323.00,23.00,0.00,29.70,0.00,6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,392.00,53.20,-33.90,393.00,53.30,0.00,28.80,1.09,319.00,119.00,0.21,12.00,1.00,20.00,20.00,Prep,4.00
159.00,8.97,-225.00,159.00,8.55,-90.70,5.71,0.09,324.00,18.80,0.00,76.60,18.30,213.00,76.80,18.10,44.00,6.02,0.13,323.00,29.70,0.00,29.70,-0.03,-12.50,29.70,0.00,0.00,0.00,0.00,0.00,0.00,398.00,53.40,-15.70,398.00,53.30,0.00,19.30,0.93,319.00,117.00,0.18,12.00,1.00,20.00,20.00,Prep,4.00
