X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
162.00,-1.15,87.50,162.00,-1.34,-3.08,-5.16,0.08,327.00,6.02,0.00,73.80,-2.70,6.25,73.80,-2.68,1.53,-6.42,0.12,325.00,10.40,0.00,28.50,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,277.00,53.40,27.00,278.00,53.30,0.00,13.70,0.81,319.00,118.00,0.15,12.00,1.00,2.00,3.00,Prep,4.00
162.00,-1.35,87.50,162.00,-1.64,-2.88,-5.78,0.09,327.00,7.15,0.00,73.60,-2.22,62.50,73.50,-2.51,1.87,-4.87,0.08,325.00,8.56,0.00,28.50,0.03,12.50,28.50,0.00,0.00,0.00,0.00,0.00,0.00,283.00,53.30,10.70,283.00,53.30,0.00,22.50,1.01,318.00,121.00,0.19,12.00,1.00,86.00,3.00,Prep,4.00
162.00,-1.75,87.50,162.00,-1.92,-2.65,-4.28,0.07,327.00,6.68,0.00,73.30,-2.40,-18.80,73.30,-2.31,2.19,-6.01,0.10,325.00,8.78,0.00,28.50,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,288.00,53.40,-2.19,288.00,53.30,0.00,20.70,0.95,319.00,115.00,0.18,12.00,1.00,86.00,3.00,Prep,4.00
161.00,-2.13,56.30,161.00,-2.17,-2.38,-4.47,0.08,327.00,7.79,0.00,73.10,-2.17,18.80,73.10,-2.08,2.48,-5.87,0.12,325.00,9.71,0.00,28.50,0.00,-6.25,28.50,0.00,0.00,0.00,0.00,0.00,0.00,293.00,53.40,9.75,294.00,53.30,0.00,16.90,0.76,320.00,120.00,0.15,12.00,1.00,86.00,3.00,Prep,4.00
161.00,-2.20,68.70,161.00,-2.39,-2.08,-2.86,0.08,327.00,10.30,0.00,72.90,-1.83,12.50,72.90,-1.81,2.73,-6.43,0.11,325.00,9.16,0.00,28.50,0.03,12.50,28.50,0.00,0.00,0.00,0.00,0.00,0.00,299.00,53.30,-21.10,299.00,53.30,0.00,20.80,1.04,319.00,121.00,0.20,12.00,1.00,86.00,3.00,Prep,4.00
161.00,-2.45,18.80,161.00,-2.58,-1.76,-5.08,0.09,327.00,10.10,0.00,72.70,-1.50,6.25,72.70,-1.53,2.95,-5.50,0.09,326.00,7.86,0.00,28.50,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,304.00,53.50,47.20,304.00,53.30,0.00,17.20,0.86,318.00,116.00,0.16,12.00,1.00,86.00,3.00,Prep,4.00
161.00,-2.78,31.30,161.00,-2.74,-1.41,-5.12,0.08,327.00,7.83,0.00,72.60,-1.23,12.50,72.60,-1.22,3.13,-7.40,0.11,325.00,7.43,0.00,28.50,0.03,6.25,28.50,0.00,0.00,0.00,0.00,0.00,0.00,309.00,53.30,-15.60,310.00,53.30,0.00,19.60,0.81,320.00,120.00,0.16,12.00,1.00,86.00,3.00,Prep,4.00
160.00,-2.83,-12.50,160.00,-2.86,-1.04,-4.83,0.10,327.00,10.90,0.00,72.50,-0.95,18.80,72.50,-0.90,3.27,-7.95,0.14,326.00,8.55,0.00,28.50,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,315.00,53.30,20.70,315.00,53.30,0.00,19.30,1.00,318.00,120.00,0.19,12.00,1.00,86.00,3.00,Prep,4.00
160.00,-2.75,37.50,160.00,-2.95,-0.66,-5.76,0.11,327.00,11.00,0.00,72.40,-0.53,37.50,72.40,-0.57,3.37,-6.51,0.13,326.00,8.93,0.00,28.50,0.00,0.00,28.50,0.00,0.00,0.00,0.00,0.00,0.00,320.00,53.40,16.10,320.00,53.30,0.00,20.70,0.91,319.00,117.00,0.18,12.00,1.00,86.00,3.00,Prep,4.00
160.00,-2.80,50.00,160.00,-2.99,-0.27,-4.99,0.09,327.00,9.51,0.00,72.40,-0.18,25.00,72.40,-0.23,3.43,-4.89,0.10,326.00,7.27,0.00,28.50,0.00,6.25,28.50,0.00,0.00,0.00,0.00,0.00,0.00,325.00,53.30,-63.20,326.00,53.30,0.00,19.50,0.91,321.00,119.00,0.18,12.00,1.00,86.00,3.00,Prep,4.00
