X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
144.00,-0.05,-12.50,144.00,0.00,0.00,-1.89,0.05,327.00,5.59,0.00,98.70,-3.10,31.30,98.70,-3.00,0.00,-2.39,0.08,326.00,11.70,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1960.00,53.30,-47.80,-1960.00,53.30,0.00,19.60,0.80,324.00,118.00,0.15,12.00,1.00,2.00,3.00,Prep,3.00
144.00,0.00,6.25,144.00,0.00,0.00,-0.83,0.06,327.00,6.44,0.00,98.40,-3.25,-12.50,98.40,-3.00,0.00,-3.58,0.08,326.00,10.00,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1950.00,53.30,-6.25,-1950.00,53.30,0.00,22.00,1.03,322.00,118.00,0.20,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.05,-12.50,144.00,0.00,0.00,-3.37,0.04,327.00,3.11,0.00,98.10,-3.20,-18.80,98.10,-3.00,0.00,-5.55,0.12,326.00,11.50,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1950.00,53.30,5.63,-1950.00,53.30,0.00,24.50,0.88,324.00,120.00,0.17,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.08,-37.50,144.00,0.00,0.00,-2.22,0.04,328.00,5.02,0.00,97.80,-3.10,-18.80,97.80,-3.00,0.00,-6.31,0.12,326.00,12.30,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1940.00,53.20,-66.40,-1940.00,53.30,0.00,25.10,0.95,324.00,119.00,0.18,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.05,-18.80,144.00,0.00,0.00,-2.22,0.05,327.00,4.61,0.00,97.50,-3.03,0.00,97.50,-3.00,0.00,-7.37,0.15,325.00,13.30,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1940.00,53.40,31.40,-1940.00,53.30,0.00,19.40,0.96,323.00,119.00,0.19,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.03,0.00,144.00,0.00,0.00,-3.27,0.04,327.00,3.51,0.00,97.20,-2.95,6.25,97.20,-3.00,0.00,-7.61,0.13,326.00,12.60,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1930.00,53.30,-15.40,-1930.00,53.30,0.00,22.20,0.92,323.00,118.00,0.18,12.00,1.00,38.00,3.00,Prep,3.00
144.00,0.00,6.25,144.00,0.00,0.00,0.42,0.04,327.00,8.79,0.00,96.90,-2.95,6.25,96.90,-3.00,0.00,-7.37,0.13,326.00,11.90,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1930.00,53.40,18.00,-1930.00,53.30,0.00,16.30,0.80,323.00,117.00,0.15,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.03,-6.25,144.00,0.00,0.00,-2.86,0.04,327.00,4.65,0.00,96.60,-2.97,12.50,96.60,-3.00,0.00,-6.71,0.12,326.00,11.80,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1920.00,53.40,44.60,-1920.00,53.30,0.00,22.00,0.91,323.00,120.00,0.18,12.00,1.00,38.00,3.00,Prep,3.00
144.00,-0.05,-25.00,144.00,0.00,0.00,-0.95,0.04,327.00,6.57,0.00,96.30,-3.03,6.25,96.30,-3.00,0.00,-6.87,0.12,326.00,11.40,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1920.00,53.20,-46.60,-1910.00,53.30,0.00,25.80,1.09,323.00,117.00,0.21,12.00,1.00,38.00,3.00,Prep,3.00
144.00,0.03,25.00,144.00,0.00,0.00,-2.94,0.05,327.00,4.20,0.00,96.00,-2.97,25.00,96.00,-3.00,0.00,-6.18,0.11,326.00,11.10,0.00,29.50,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00,-1910.00,53.40,-0.19,-1910.00,53.30,0.00,17.80,0.83,323.00,117.00,0.16,12.00,1.00,38.00,3.00,Prep,3.00
144.00,2.85,-12.50,144.00,2.98,0.38,4.95,0.07,327.00,9.92,0.00,105.00,0.38,12.50,105.00,0.33,-3.42,1.51,0.05,325.00,6.57,0.00,28.50,-0.03,-12.50,28.50,0.00,0.00,0.00,0.00,0.00,0.00,854.00,53.20,-43.70,854.00,53.30,0.00,26.30,1.06,322.00,120.00,0.20,12.00,1.00,2.00,3.00,Prep,3.00
