X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
151,3.08,0,151,3,0,3.48,0.07,327,8.56,0,74.5,-0.15,-75,74.5,0,0,-3.04,0.06,326,3.91,0,29.7,0,0,29.7,0,0,0,0,0,0,897,53.3,-0.75,898,53.3,0,22.1,0.87,323,119,0.17,12,1,2,3,Prep,2.5
152,3.2,25,152,3,0,3.09,0.06,327,6.74,0,74.5,-0.13,-62.5,74.5,0,0,-3.38,0.06,326,2.52,0,29.7,0,0,29.7,0,0,0,0,0,0,903,53.2,-45.3,903,53.3,0,23.7,0.94,324,119,0.18,12,1,20,3,Prep,2.5
152,3.2,50,152,3,0,3.96,0.08,327,8.78,0,74.5,-0.13,-62.5,74.5,0,0,-3.36,0.06,326,3.61,0,29.7,0,0,29.7,0,0,0,0,0,0,908,53.4,60.2,908,53.3,0,14.9,0.8,323,119,0.15,12,1,20,3,Prep,2.5
152,3.13,50,152,3,0,4.7,0.09,327,10.2,0,74.5,-0.15,-75,74.5,0,0,-3.05,0.06,326,3.15,0,29.7,0,-6.25,29.7,0,0,0,0,0,0,913,53.4,-14.3,914,53.3,0,18.2,0.9,323,114,0.17,12,1,20,3,Prep,2.5
153,2.97,56.3,153,3,0,5.97,0.1,327,11.3,0,74.5,-0.15,-75,74.5,0,0,-2.72,0.06,326,3.91,0,29.7,-0.03,-6.25,29.7,0,0,0,0,0,0,919,53.4,31.4,919,53.3,0,18.4,0.85,324,120,0.16,12,1,20,3,Prep,2.5
153,3,56.3,153,3,0,5.18,0.09,327,9.55,0,74.5,-0.15,-75,74.5,0,0,-2.56,0.06,326,4.19,0,29.7,0,6.25,29.7,0,0,0,0,0,0,924,53.3,8.37,924,53.3,0,21,0.96,323,120,0.18,12,1,20,3,Prep,2.5
153,2.95,62.5,153,3,0,3.25,0.07,327,11.3,0,74.5,-0.13,-62.5,74.5,0,0,-2.43,0.06,326,4.28,0,29.7,0,6.25,29.7,0,0,0,0,0,0,929,53.4,8.87,930,53.3,0,18,0.87,323,114,0.17,12,1,20,3,Prep,2.5
153,3,25,153,3,0,3.35,0.07,327,8.42,0,74.5,-0.15,-75,74.5,0,0,-2.42,0.06,326,3.98,0,29.7,0.03,12.5,29.7,0,0,0,0,0,0,935,53.3,-33,935,53.3,0,22.2,0.85,324,120,0.16,12,1,20,3,Prep,2.5
154,3.15,31.3,154,3,0,2.96,0.05,327,6.53,0,74.5,-0.15,-75,74.5,0,0,-3.21,0.06,326,2.98,0,29.7,0,0,29.7,0,0,0,0,0,0,940,53.3,-13.8,940,53.3,0,17.4,0.95,323,118,0.18,12,1,20,3,Prep,2.5
154,3.2,25,154,3,0,3.94,0.07,327,8,0,74.5,-0.13,-62.5,74.5,0,0,-2.74,0.06,326,3.72,0,29.7,0,0,29.7,0,0,0,0,0,0,945,53.5,74.2,946,53.3,0,15.6,0.76,324,115,0.14,12,1,20,3,Prep,2.5
159,-0.73,-18.8,159,-0.68,-2.21,-3.33,0.08,327,7.08,0,86.4,3.13,50,86.5,2.92,-0.51,8.62,0.15,326,9.76,0,29.7,0,0,29.7,0,0,0,0,0,0,1220,53.3,-35.5,1220,53.3,0,23.1,0.92,324,119,0.18,12,1,2,3,Prep,2.5
159,-0.98,-50,159,-0.9,-2.16,-3.49,0.07,327,8.29,0,86.7,2.83,-6.25,86.7,2.86,-0.68,7.14,0.13,325,12.2,0,29.7,-0.03,-6.25,29.7,0,0,0,0,0,0,1230,53.4,51.5,1230,53.3,0,17.8,0.81,324,118,0.16,12,1,22,3,Prep,2.5
159,-1.2,-31.3,159,-1.12,-2.11,-3.67,0.07,327,7.23,0,87,2.78,12.5,87,2.78,-0.84,6.5,0.11,325,10.1,0,29.7,0,-6.25,29.7,0,0,0,0,0,0,1230,53.4,-21.6,1230,53.3,0,17.4,0.9,323,114,0.17,12,1,22,3,Prep,2.5
159,-1.38,-18.8,159,-1.32,-2.04,-4.43,0.08,327,8.16,0,87.3,2.8,18.8,87.3,2.69,-1,3.83,0.08,326,10.1,0,29.7,-0.03,-12.5,29.7,0,0,0,0,0,0,1240,53.3,15.8,1240,53.3,0,19.5,0.87,324,120,0.17,12,1,22,3,Prep,2.5
159,-1.58,-25,159,-1.52,-1.96,-3.1,0.07,327,8.28,0,87.5,2.42,0,87.6,2.58,-1.15,2.57,0.05,326,7.59,0,29.7,-0.03,-6.25,29.7,0,0,0,0,0,0,1240,53.3,-11.4,1240,53.3,0,23.7,0.97,324,120,0.19,12,1,22,3,Prep,2.5
159,-1.8,-56.3,159,-1.71,-1.86,-4.74,0.09,327,8.43,0,87.8,2.67,56.3,87.8,2.46,-1.29,3.66,0.09,326,9.93,0,29.7,0,0,29.7,0,0,0,0,0,0,1250,53.4,13.2,1250,53.3,0,18.6,0.85,324,114,0.16,12,1,22,3,Prep,2.5
158,-1.9,-43.8,158,-1.89,-1.76,-1.94,0.05,327,8.1,0,88,2.4,-12.5,88.1,2.33,-1.43,2.83,0.05,326,7.58,0,29.7,0,0,29.7,0,0,0,0,0,0,1250,53.2,-35.4,1260,53.3,0,23.8,0.86,324,120,0.17,12,1,22,3,Prep,2.5
158,-2.13,-43.8,158,-2.07,-1.65,-2.64,0.05,327,6.48,0,88.3,2.1,-18.8,88.3,2.18,-1.56,7.06,0.12,326,10.6,0,29.7,0,0,29.7,0,0,0,0,0,0,1260,53.3,-18.7,1260,53.3,0,19.6,0.96,323,117,0.19,12,1,22,3,Prep,2.5
158,-2.3,-43.8,158,-2.22,-1.53,-3.05,0.06,327,7.47,0,88.5,1.92,12.5,88.5,2.01,-1.68,3.49,0.06,326,6.12,0,29.7,0,0,29.7,0,0,0,0,0,0,1270,53.5,73.1,1270,53.3,0,15.8,0.75,324,114,0.14,12,1,22,3,Prep,2.5
158,-2.3,-25,158,-2.37,-1.39,-3.87,0.07,327,8.4,0,88.7,1.83,6.25,88.7,1.84,-1.79,4.13,0.06,326,7.13,0,29.7,0,0,29.7,0,0,0,0,0,0,1270,53.2,-34,1270,53.3,0,26.2,0.9,324,120,0.17,12,1,22,3,Prep,2.5
141,-0.13,87.5,141,-0.24,1.88,-4.43,0.06,327,7.34,0,77.4,3.03,12.5,77.4,2.99,0.16,6.26,0.13,326,12.8,0,28.7,0.03,6.25,28.7,0,0,0,0,0,0,7.6,53.3,-57.1,8.04,53.3,0,19.1,0.83,323,119,0.16,12,1,2,3,Prep,2.5
141,-0.2,-68.7,141,-0.05,1.89,-2.79,0.07,327,5.31,0,77.7,3,12.5,77.7,3,0.03,6.84,0.15,325,13.5,0,28.7,0,0,28.7,0,0,0,0,0,0,12.9,53.4,40.3,13.4,53.3,0,19,0.9,321,120,0.17,12,1,57,3,Prep,2.5
141,0.15,81.2,141,0,0,-4.66,0.05,327,6.21,0,77.9,-0.78,-375,77.9,0,0,6.92,0.2,326,8.49,0,28.7,0,-6.25,28.7,0,0,0,0,0,0,18.3,53.3,-24.1,18.7,53.3,0,25.7,0.94,323,118,0.18,12,1,57,3,Prep,2.5
142,3,0,142,3,0,5.94,0.09,327,9.44,0,77.9,0.03,6.25,77.9,0,0,-0.14,0.02,326,2.06,0,28.7,0,-6.25,28.7,0,0,0,0,0,0,23.6,53.2,-64.5,24,53.3,0,21.8,0.96,322,118,0.18,12,1,58,3,Prep,2.5
142,2.95,6.25,142,3,0,4.37,0.1,327,12.7,0,77.9,0.03,12.5,77.9,0,0,-0.36,0.02,326,3.55,0,28.7,0,-6.25,28.7,0,0,0,0,0,0,28.9,53.4,47.3,29.4,53.3,0,18.9,0.89,322,120,0.17,12,1,58,3,Prep,2.5
142,2.8,-25,142,3,0,6.08,0.09,327,9.99,0,77.9,0.03,12.5,77.9,0,0,-0.11,0.02,326,2.53,0,28.7,0,0,28.7,0,0,0,0,0,0,34.3,53.3,-31.5,34.7,53.3,0,20.2,0.92,322,118,0.18,12,1,58,3,Prep,2.5
