X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
146.00,12.10,106.00,146.00,12.00,0.00,5.78,0.11,324.00,20.70,0.00,105.00,0.00,0.00,105.00,0.00,0.00,1.14,0.03,323.00,3.65,0.00,28.70,0.03,12.50,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1740.00,53.30,-28.30,1740.00,53.30,0.00,26.00,0.84,321.00,118.00,0.16,12.00,1.00,2.00,12.00,Prep,4.00
147.00,11.90,-100.00,147.00,12.00,0.00,6.37,0.10,324.00,22.30,0.00,105.00,0.00,0.00,105.00,0.00,0.00,-0.73,0.01,323.00,0.58,0.00,28.70,-0.03,-12.50,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1750.00,53.30,8.62,1750.00,53.30,0.00,21.90,1.08,321.00,117.00,0.21,12.00,1.00,70.00,12.00,Prep,4.00
148.00,12.30,100.00,148.00,12.00,0.00,3.53,0.09,324.00,21.10,0.00,105.00,-0.03,-12.50,105.00,0.00,0.00,0.76,0.02,323.00,2.28,0.00,28.70,-0.03,-12.50,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1750.00,53.40,16.30,1750.00,53.30,0.00,24.80,0.85,321.00,112.00,0.16,12.00,1.00,70.00,12.00,Prep,4.00
149.00,11.90,-81.20,149.00,12.00,0.00,6.85,0.11,324.00,21.70,0.00,105.00,-0.03,-12.50,105.00,0.00,0.00,1.23,0.03,323.00,3.88,0.00,28.70,-0.03,-12.50,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1760.00,53.30,-55.30,1760.00,53.30,0.00,23.90,0.92,321.00,117.00,0.18,12.00,1.00,70.00,12.00,Prep,4.00
151.00,11.70,-150.00,151.00,12.00,0.00,9.12,0.12,324.00,20.70,0.00,105.00,0.00,0.00,105.00,0.00,0.00,-1.02,0.02,323.00,0.87,0.00,28.70,0.00,6.25,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1760.00,53.20,-39.70,1760.00,53.30,0.00,28.20,0.93,317.00,121.00,0.18,12.00,1.00,70.00,12.00,Prep,4.00
152.00,12.30,93.70,152.00,12.00,0.00,3.63,0.08,324.00,21.20,0.00,105.00,0.00,0.00,105.00,0.00,0.00,0.12,0.02,323.00,1.43,0.00,28.70,0.00,0.00,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1770.00,53.30,9.87,1770.00,53.30,0.00,19.80,1.10,314.00,115.00,0.21,12.00,1.00,70.00,12.00,Prep,4.00
153.00,12.20,131.00,153.00,12.00,0.00,4.99,0.10,324.00,20.40,0.00,105.00,-0.03,-12.50,105.00,0.00,0.00,-0.34,0.02,323.00,1.61,0.00,28.70,0.00,6.25,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1770.00,53.40,49.70,1770.00,53.30,0.00,14.80,0.91,321.00,119.00,0.17,12.00,1.00,70.00,12.00,Prep,4.00
154.00,12.20,106.00,154.00,12.00,0.00,5.30,0.10,324.00,21.60,0.00,105.00,0.00,0.00,105.00,0.00,0.00,0.30,0.02,323.00,2.89,0.00,28.70,0.03,12.50,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1780.00,53.20,-87.40,1780.00,53.30,0.00,27.00,1.04,317.00,118.00,0.20,12.00,1.00,70.00,12.00,Prep,4.00
155.00,12.20,93.70,155.00,12.00,0.00,5.01,0.09,324.00,21.90,0.00,105.00,0.03,6.25,105.00,0.00,0.00,-0.47,0.02,323.00,0.99,0.00,28.70,0.03,6.25,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1780.00,53.30,-39.30,1780.00,53.30,0.00,20.40,1.00,320.00,119.00,0.19,12.00,1.00,70.00,12.00,Prep,4.00
157.00,11.90,-87.50,157.00,12.00,0.00,7.05,0.12,324.00,20.90,0.00,105.00,0.00,0.00,105.00,0.00,0.00,0.55,0.02,323.00,2.66,0.00,28.70,0.03,6.25,28.70,0.00,0.00,0.00,0.00,0.00,0.00,1790.00,53.50,36.90,1790.00,53.30,0.00,17.10,0.76,321.00,115.00,0.14,12.00,1.00,70.00,12.00,Prep,4.00
141.00,0.20,93.70,141.00,0.00,0.00,-4.27,0.06,324.00,4.52,0.00,77.20,12.70,12.50,77.30,12.00,0.00,3.38,0.11,323.00,17.70,0.00,29.70,0.00,6.25,29.70,0.00,0.00,0.00,0.00,0.00,0.00,1250.00,53.30,13.00,1250.00,53.30,0.00,22.30,0.90,317.00,118.00,0.17,12.00,1.00,2.00,12.00,Prep,4.00
141.00,-0.15,-75.00,141.00,0.00,0.00,-1.70,0.04,325.00,2.56,0.00,77.80,-0.05,12.50,77.80,0.00,0.00,1.08,0.02,323.00,3.12,0.00,29.70,0.00,6.25,29.70,2.00,500.00,0.00,0.00,0.00,0.00,1260.00,53.50,43.30,1260.00,53.30,0.00,12.90,0.82,321.00,119.00,0.16,12.00,1.00,48.00,50.00,Prep,4.00
141.00,-0.18,-87.50,141.00,0.00,0.00,-0.90,0.04,323.00,3.75,0.00,77.80,-0.05,-31.30,77.80,0.00,0.00,-0.47,0.02,322.00,0.74,0.00,33.30,50.00,-18.80,33.60,50.00,0.00,0.00,0.00,0.00,0.00,1260.00,53.30,-23.70,1260.00,53.30,0.00,25.10,0.83,320.00,117.00,0.16,12.00,1.00,52.00,50.00,Prep,4.00
141.00,0.20,100.00,141.00,0.00,0.00,-0.05,0.05,323.00,4.59,0.00,77.80,-0.03,-12.50,77.80,0.00,0.00,-0.47,0.02,322.00,0.10,0.00,38.30,50.10,25.00,38.60,50.00,0.00,0.00,0.00,0.00,0.00,1270.00,53.30,-6.44,1270.00,53.30,0.00,24.40,0.90,317.00,119.00,0.17,12.00,1.00,52.00,50.00,Prep,4.00
141.00,-0.15,-75.00,141.00,0.00,0.00,-2.20,0.04,323.00,2.21,0.00,77.80,-0.03,-18.80,77.80,0.00,0.00,-0.16,0.02,322.00,0.21,0.00,43.30,50.00,-12.50,43.60,50.00,0.00,0.00,0.00,0.00,0.00,1270.00,53.30,-21.80,1270.00,53.30,0.00,17.60,0.82,320.00,119.00,0.16,12.00,1.00,52.00,50.00,Prep,4.00
141.00,-0.23,-113.00,141.00,0.00,0.00,-0.85,0.05,323.00,2.30,0.00,77.80,-0.03,0.00,77.80,0.00,0.00,2.54,0.02,322.00,2.91,0.00,48.30,50.00,-6.25,48.60,50.00,0.00,0.00,0.00,0.00,0.00,1280.00,53.30,-51.70,1280.00,53.30,0.00,23.70,0.90,319.00,116.00,0.17,12.00,1.00,52.00,50.00,Prep,4.00
141.00,0.20,106.00,141.00,0.00,0.00,-5.28,0.06,323.00,3.17,0.00,77.80,0.03,12.50,77.80,0.00,0.00,-0.30,0.02,322.00,0.89,0.00,53.10,50.10,25.00,53.40,50.00,0.00,0.00,0.00,0.00,0.00,1280.00,53.20,-51.10,1280.00,53.30,0.00,28.20,0.92,318.00,120.00,0.17,12.00,1.00,52.00,50.00,Prep,4.00
142.00,30.30,825.00,142.00,37.60,894.00,17.90,0.31,323.00,52.50,0.02,77.50,-14.90,-444.00,77.30,-18.80,-447.00,-17.40,0.29,322.00,29.20,0.01,54.70,-0.05,25.00,54.70,0.00,0.00,0.00,0.00,0.00,0.00,1290.00,53.30,-7.56,1290.00,53.30,0.00,23.10,0.95,320.00,120.00,0.18,12.00,1.00,52.00,50.00,Prep,4.00
146.00,44.70,-37.50,147.00,44.70,0.00,9.94,0.17,322.00,64.60,0.02,75.30,-22.40,25.00,75.10,-22.40,0.00,-9.47,0.17,321.00,35.20,0.01,54.70,0.00,0.00,54.70,0.00,0.00,0.00,0.00,0.00,0.00,1290.00,53.30,-28.50,1290.00,53.30,0.00,21.80,0.93,320.00,115.00,0.18,12.00,1.00,52.00,50.00,Prep,4.00
151.00,26.10,-831.00,151.00,18.80,-894.00,-1.95,0.04,325.00,26.50,0.00,73.20,-12.40,612.00,73.10,-9.38,447.00,-3.51,0.05,323.00,18.40,0.00,54.70,-0.03,-6.25,54.70,0.00,0.00,0.00,0.00,0.00,0.00,1300.00,53.40,61.90,1300.00,53.30,0.00,20.00,0.89,321.00,118.00,0.17,12.00,1.00,52.00,50.00,Prep,4.00
141.00,0.10,43.80,141.00,0.00,0.00,-2.45,0.05,327.00,3.34,0.00,77.80,0.00,0.00,77.80,0.00,0.00,0.31,0.03,326.00,1.22,0.00,55.70,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,1.56,-978.00,0.00,0.00,-0.15,0.00,327.00,0.00,0.00,12.00,1.00,2.00,50.00,Prep,4.00
141.00,0.10,50.00,141.00,0.00,0.00,-2.54,0.06,327.00,3.78,0.00,77.80,0.00,0.00,77.80,0.00,0.00,-0.07,0.02,326.00,1.64,0.00,55.70,0.00,6.25,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,-0.25,-978.00,0.00,0.00,4.29,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.13,56.30,141.00,0.00,0.00,-0.85,0.06,327.00,5.89,0.00,77.80,-0.03,-6.25,77.80,0.00,0.00,0.54,0.02,326.00,1.11,0.00,55.70,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,-0.44,-978.00,0.00,0.00,-0.16,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.08,43.80,141.00,0.00,0.00,-1.99,0.06,327.00,4.41,0.00,77.80,0.00,0.00,77.80,0.00,0.00,-0.39,0.02,326.00,1.52,0.00,55.70,0.03,6.25,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,-1.06,-978.00,0.00,0.00,0.11,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.10,56.30,141.00,0.00,0.00,-3.38,0.05,327.00,2.87,0.00,77.80,0.00,6.25,77.80,0.00,0.00,1.39,0.02,326.00,1.52,0.00,55.70,0.00,6.25,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,0.00,-978.00,0.00,0.00,-0.42,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.10,56.30,141.00,0.00,0.00,-3.89,0.05,327.00,2.37,0.00,77.80,0.00,6.25,77.80,0.00,0.00,1.15,0.02,326.00,0.86,0.00,55.70,0.00,6.25,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,0.00,-978.00,0.00,0.00,-0.15,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.10,43.80,141.00,0.00,0.00,-3.09,0.06,327.00,3.08,0.00,77.80,-0.05,-18.80,77.80,0.00,0.00,-0.70,0.02,326.00,1.76,0.00,55.70,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,-0.25,-978.00,0.00,0.00,-0.42,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
141.00,0.10,43.80,141.00,0.00,0.00,-3.04,0.06,327.00,2.19,0.00,77.80,0.00,6.25,77.80,0.00,0.00,0.69,0.03,326.00,0.42,0.00,55.70,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,-978.00,0.00,0.00,-978.00,0.00,0.00,-0.16,0.00,327.00,0.00,0.00,12.00,1.00,0.00,50.00,Prep,4.00
