X1_ActualPosition,X1_ActualVelocity,X1_ActualAcceleration,X1_CommandPosition,X1_CommandVelocity,X1_CommandAcceleration,X1_CurrentFeedback,X1_DCBusVoltage,X1_OutputCurrent,X1_OutputVoltage,X1_OutputPower,Y1_ActualPosition,Y1_ActualVelocity,Y1_ActualAcceleration,Y1_CommandPosition,Y1_CommandVelocity,Y1_CommandAcceleration,Y1_CurrentFeedback,Y1_DCBusVoltage,Y1_OutputCurrent,Y1_OutputVoltage,Y1_OutputPower,Z1_ActualPosition,Z1_ActualVelocity,Z1_ActualAcceleration,Z1_CommandPosition,Z1_CommandVelocity,Z1_CommandAcceleration,Z1_CurrentFeedback,Z1_DCBusVoltage,Z1_OutputCurrent,Z1_OutputVoltage,S1_ActualPosition,S1_ActualVelocity,S1_ActualAcceleration,S1_CommandPosition,S1_CommandVelocity,S1_CommandAcceleration,S1_CurrentFeedback,S1_DCBusVoltage,S1_OutputCurrent,S1_OutputVoltage,S1_OutputPower,S1_SystemInertia,M1_CURRENT_PROGRAM_NUMBER,M1_sequence_number,M1_CURRENT_FEEDRATE,Machining_Process,Clamp_Pressure
151,-2.92,-31.3,151,-3,0,-5.89,0.1,327,10.6,0,89.5,0.13,56.3,89.5,0,0,4.02,0.08,326,5.71,0,28.5,0,0,28.5,0,0,0,0,0,0,-1450,53.3,6.81,-1450,53.3,0,20.3,1,324,117,0.19,12,1,2,3,Prep,2.5
150,-2.95,-37.5,150,-3,0,-5.83,0.09,327,10.4,0,89.5,-0.15,-62.5,89.5,0,0,5.39,0.1,326,7.18,0,28.5,0,0,28.5,0,0,0,0,0,0,-1440,53.5,40.1,-1440,53.3,0,15.2,0.79,325,113,0.15,12,1,64,3,Prep,2.5
150,-2.75,62.5,150,-3,0,-6.45,0.1,327,10.1,0,89.5,-0.15,-68.7,89.5,0,0,5.67,0.1,326,6.37,0,28.5,0.03,6.25,28.5,0,0,0,0,0,0,-1440,53.4,56.4,-1440,53.3,0,19.7,0.9,319,115,0.17,12,1,64,3,Prep,2.5
150,-3.08,-6.25,150,-3,0,-3.89,0.07,327,9.02,0,89.5,0.1,50,89.5,0,0,4.01,0.08,326,5.57,0,28.5,0,0,28.5,0,0,0,0,0,0,-1430,53.4,18.3,-1430,53.3,0,15.7,0.86,324,119,0.16,12,1,64,3,Prep,2.5
149,-3.15,-6.25,149,-3,0,-3.81,0.07,327,8.67,0,89.5,0.1,43.8,89.5,0,0,3.46,0.08,326,6.47,0,28.5,0,0,28.5,0,0,0,0,0,0,-1430,53.3,14.6,-1430,53.3,0,22.9,0.82,324,117,0.16,12,1,64,3,Prep,2.5
149,-3.13,25,149,-3,0,-4.16,0.07,327,8.79,0,89.5,-0.13,-56.3,89.5,0,0,5.39,0.1,326,6.59,0,28.5,0,6.25,28.5,0,0,0,0,0,0,-1420,53.3,35.4,-1420,53.3,0,23.2,0.9,319,118,0.17,12,1,64,3,Prep,2.5
149,-3.08,18.8,149,-3,0,-4.86,0.08,327,8.33,0,89.5,-0.1,-50,89.5,0,0,5.12,0.1,326,6.27,0,28.5,0,0,28.5,0,0,0,0,0,0,-1410,53.3,-37.5,-1410,53.3,0,21.1,1.07,320,117,0.21,12,1,64,3,Prep,2.5
149,-3.08,-25,148,-3,0,-5.76,0.1,327,10.2,0,89.5,-0.13,-56.3,89.5,0,0,5.67,0.1,326,5.61,0,28.5,0,0,28.5,0,0,0,0,0,0,-1410,53.4,-6.44,-1410,53.3,0,19.7,0.8,321,115,0.16,12,1,64,3,Prep,2.5
148,-2.92,6.25,148,-3,0,-4.26,0.11,327,13.7,0,89.5,-0.1,-43.8,89.5,0,0,5.68,0.1,326,6.03,0,28.5,0,0,28.5,0,0,0,0,0,0,-1400,53.3,-14.9,-1400,53.3,0,24.2,0.97,320,116,0.19,12,1,64,3,Prep,2.5
148,-2.9,0,148,-3,0,-6.65,0.11,327,9.55,0,89.5,-0.1,-37.5,89.5,0,0,5.68,0.1,326,5.82,0,28.5,0,0,28.5,0,0,0,0,0,0,-1400,53.4,22.8,-1400,53.3,0,17.4,0.87,319,117,0.17,12,1,64,3,Prep,2.5
